ticket_id,customer_id,created_datetime,assigned_datetime,resolved_datetime,region,team,agent_id,shift,priority,issue_type,channel,sla_hours,first_response_hours,resolution_hours,sla_breach (Yes/No),breach_hours,escalated,reopened,status,backlog_flag,root_cause,bottleneck_stage,customer_satisfaction_score
T0748,C1062,06-03-2025 17:28,06-03-2025 18:27,08-03-2025 07:01,South,Technical Ops,A130,Afternoon,Low,Technical Bug,Email,48,0.99,37.56,No,0,No,No,Resolved,No,No Major Delay,None,5
T0749,C1950,15-04-2025 17:54,15-04-2025 19:16,16-04-2025 14:01,North,Billing Ops,A125,Afternoon,Low,Subscription Change,Email,48,1.37,20.12,No,0,No,No,Resolved,No,No Major Delay,None,5
T0750,C1607,26-01-2025 15:17,26-01-2025 18:06,27-01-2025 07:11,South,L1 Support,A102,Afternoon,Low,Login/Access,Chat,48,2.82,15.9,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0751,C1032,16-01-2025 15:26,16-01-2025 17:29,17-01-2025 20:17,North,L1 Support,A108,Afternoon,Medium,Technical Bug,Email,24,2.05,28.85,Yes,4.85,No,Yes,Resolved,No,Delayed Assignment,Assignment,3
T0752,C1180,15-03-2025 11:27,15-03-2025 12:13,15-03-2025 22:08,Central,Account Ops,A114,Morning,Medium,Order Delay,Chat,24,0.78,10.69,No,0,No,No,Closed,No,Incorrect Routing,Routing,5
T0753,C1753,11-02-2025 10:09,11-02-2025 11:56,11-02-2025 20:43,Central,Escalations,A101,Morning,High,Refund Request,Chat,8,1.79,10.57,Yes,2.57,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,4
T0754,C1076,10-04-2025 09:14,10-04-2025 09:45,11-04-2025 13:04,South,L1 Support,A132,Morning,Medium,Order Delay,Chat,24,0.53,27.84,Yes,3.84,Yes,No,Resolved,No,Approval Dependency,Approval,4
T0755,C1233,03-03-2025 11:35,03-03-2025 12:02,04-03-2025 14:20,North,L1 Support,A124,Morning,Low,Order Delay,Email,48,0.46,26.76,No,0,No,No,Resolved,No,No Major Delay,None,5
T0756,C1433,29-03-2025 08:14,29-03-2025 10:51,29-03-2025 21:35,Central,L1 Support,A111,Morning,High,Order Delay,Chat,8,2.63,13.35,Yes,5.35,No,No,Resolved,No,Technical Dependency,Escalation,3
T0757,C1825,01-02-2025 12:30,01-02-2025 13:13,05-02-2025 02:31,North,Billing Ops,A128,Morning,Low,Refund Request,Phone,48,0.73,86.03,Yes,38.03,Yes,Yes,Resolved,No,High Complexity,Diagnosis,3
T0758,C1043,24-02-2025 16:02,24-02-2025 20:44,28-02-2025 13:21,Central,Escalations,A106,Afternoon,Low,Order Delay,Email,48,4.71,93.33,Yes,45.33,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0759,C1363,09-03-2025 12:31,09-03-2025 15:48,10-03-2025 08:04,North,Escalations,A119,Morning,Medium,Login/Access,Phone,24,3.29,19.55,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0760,C1716,27-03-2025 11:38,27-03-2025 16:28,28-03-2025 13:36,Central,Escalations,A122,Morning,Medium,Order Delay,Email,24,4.84,25.98,Yes,1.98,Yes,Yes,Closed,No,Incomplete Customer Information,Customer Response,1
T0761,C1241,04-01-2025 09:50,04-01-2025 11:38,05-01-2025 07:19,North,Technical Ops,A122,Morning,Low,Login/Access,Portal,48,1.81,21.49,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0762,C1404,01-04-2025 09:20,01-04-2025 09:39,02-04-2025 01:39,North,Account Ops,A121,Morning,Medium,Subscription Change,Chat,24,0.32,16.33,No,0,No,No,Closed,No,No Major Delay,None,5
T0763,C1584,15-04-2025 14:24,15-04-2025 17:16,16-04-2025 08:15,West,Technical Ops,A129,Afternoon,Low,Technical Bug,Chat,48,2.87,17.85,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0764,C1868,18-03-2025 12:37,18-03-2025 13:08,18-03-2025 17:49,South,Account Ops,A133,Morning,High,Payment Failure,Chat,8,0.52,5.21,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0765,C1966,14-01-2025 09:26,14-01-2025 10:14,15-01-2025 14:40,North,L1 Support,A135,Morning,Low,Data Correction,Email,48,0.8,29.24,No,0,No,No,Closed,No,No Major Delay,None,5
T0766,C1834,10-04-2025 17:28,10-04-2025 20:51,14-04-2025 21:14,East,Technical Ops,A133,Afternoon,Low,Login/Access,Chat,48,3.39,99.77,Yes,51.77,No,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0767,C1831,27-02-2025 13:33,27-02-2025 17:02,28-02-2025 15:49,Central,Technical Ops,A111,Morning,Low,Login/Access,Portal,48,3.49,26.28,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0768,C1614,18-02-2025 17:05,18-02-2025 17:56,19-02-2025 04:12,West,L1 Support,A112,Afternoon,Critical,Technical Bug,Phone,4,0.86,11.12,Yes,7.12,No,No,Closed,No,High Complexity,Diagnosis,4
T0769,C1290,07-01-2025 12:02,07-01-2025 12:52,09-01-2025 01:41,Central,L1 Support,A131,Morning,Medium,Technical Bug,Email,24,0.84,37.65,Yes,13.65,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0770,C1958,20-04-2025 14:11,20-04-2025 14:30,21-04-2025 08:17,Central,L1 Support,A130,Afternoon,Medium,Order Delay,Phone,24,0.33,18.1,No,0,No,No,Resolved,No,No Major Delay,None,5
T0771,C1227,19-01-2025 10:59,19-01-2025 13:18,20-01-2025 08:32,West,Technical Ops,A122,Morning,Medium,Login/Access,Phone,24,2.33,21.56,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0772,C1773,20-02-2025 15:09,20-02-2025 18:51,21-02-2025 15:57,Central,Escalations,A109,Afternoon,High,Account Update,Email,8,3.7,24.81,Yes,16.81,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0773,C1368,22-02-2025 08:21,22-02-2025 09:28,24-02-2025 01:28,South,Technical Ops,A114,Morning,Low,Data Correction,Portal,48,1.12,41.12,No,0,No,No,Closed,No,No Major Delay,None,5
T0774,C1765,22-04-2025 11:44,22-04-2025 12:05,23-04-2025 10:44,East,Billing Ops,A121,Morning,Low,Refund Request,Phone,48,0.35,23,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0775,C1941,27-04-2025 08:55,27-04-2025 10:34,27-04-2025 20:10,East,L1 Support,A135,Morning,Critical,Technical Bug,Phone,4,1.65,11.25,Yes,7.25,No,Yes,Resolved,No,Agent Capacity Constraint,Resolution,3
T0776,C1267,16-03-2025 14:44,16-03-2025 16:09,17-03-2025 10:09,East,Account Ops,A116,Afternoon,Medium,Account Update,Phone,24,1.43,19.43,No,0,No,No,Resolved,No,Incomplete Customer Information,Customer Response,5
T0777,C1770,10-04-2025 15:23,10-04-2025 21:44,11-04-2025 09:06,North,Escalations,A104,Afternoon,Low,Order Delay,Email,48,6.35,17.72,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0778,C1698,18-03-2025 08:24,18-03-2025 08:49,,South,L1 Support,A117,Morning,Low,Order Delay,Phone,48,0.42,,,,No,No,Pending,Yes,Agent Capacity Constraint,Resolution,
T0779,C1800,02-01-2025 12:20,02-01-2025 13:51,04-01-2025 05:33,Central,L1 Support,A128,Morning,Low,Order Delay,Chat,48,1.52,41.23,No,0,No,No,Resolved,No,No Major Delay,None,5
T0780,C1691,11-04-2025 10:54,11-04-2025 13:15,13-04-2025 02:08,West,Technical Ops,A126,Morning,Medium,Technical Bug,Email,24,2.36,39.24,Yes,15.24,No,No,Resolved,No,Approval Dependency,Approval,4
T0781,C1834,02-03-2025 12:25,02-03-2025 13:29,03-03-2025 11:13,North,L1 Support,A131,Morning,Medium,Order Delay,Email,24,1.08,22.8,No,0,No,No,Closed,No,No Major Delay,None,5
T0782,C1279,02-03-2025 17:33,02-03-2025 19:28,05-03-2025 07:44,Central,L1 Support,A135,Afternoon,Low,Technical Bug,Chat,48,1.93,62.19,Yes,14.19,No,No,Closed,No,Incorrect Routing,Routing,4
T0783,C1545,07-01-2025 11:33,07-01-2025 13:48,08-01-2025 07:01,West,Billing Ops,A108,Morning,Medium,Subscription Change,Chat,24,2.26,19.47,No,0,No,No,Closed,No,No Major Delay,None,5
T0784,C1890,13-03-2025 11:32,13-03-2025 12:07,14-03-2025 08:38,South,Technical Ops,A109,Morning,Critical,Technical Bug,Phone,4,0.59,21.11,Yes,17.11,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0785,C1031,05-04-2025 15:43,05-04-2025 17:58,06-04-2025 05:39,North,Billing Ops,A135,Afternoon,High,Subscription Change,Email,8,2.25,13.94,Yes,5.94,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0786,C1515,25-03-2025 16:03,25-03-2025 16:26,26-03-2025 23:14,Central,Account Ops,A123,Afternoon,High,Order Delay,Phone,8,0.39,31.19,Yes,23.19,Yes,No,Resolved,No,Incorrect Routing,Routing,3
T0787,C1978,02-04-2025 14:28,02-04-2025 15:43,04-04-2025 02:39,South,Billing Ops,A107,Afternoon,Low,Refund Request,Email,48,1.25,36.19,No,0,No,No,Closed,No,No Major Delay,None,5
T0788,C1150,21-03-2025 11:28,21-03-2025 13:44,22-03-2025 10:05,North,Escalations,A105,Morning,Medium,Refund Request,Chat,24,2.28,22.62,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0789,C1460,09-03-2025 16:49,09-03-2025 19:29,11-03-2025 18:49,Central,Account Ops,A128,Afternoon,Medium,Subscription Change,Chat,24,2.68,50,Yes,26,Yes,No,Resolved,No,Delayed Assignment,Assignment,4
T0790,C1511,23-01-2025 12:08,23-01-2025 14:39,25-01-2025 13:12,South,Billing Ops,A125,Morning,Medium,Refund Request,Email,24,2.53,49.07,Yes,25.07,No,Yes,Resolved,No,Incorrect Routing,Routing,2
T0791,C1388,02-04-2025 17:35,02-04-2025 18:01,03-04-2025 02:14,South,Billing Ops,A133,Afternoon,Critical,Subscription Change,Portal,4,0.44,8.66,Yes,4.66,No,Yes,Resolved,No,Incomplete Customer Information,Customer Response,3
T0792,C1087,16-01-2025 08:35,16-01-2025 10:51,16-01-2025 20:05,Central,Escalations,A131,Morning,High,Subscription Change,Chat,8,2.27,11.51,Yes,3.51,Yes,No,Resolved,No,Technical Dependency,Escalation,4
T0793,C1076,22-02-2025 17:20,22-02-2025 20:18,25-02-2025 04:41,West,Escalations,A113,Afternoon,Medium,Order Delay,Email,24,2.98,59.35,Yes,35.35,Yes,No,Resolved,No,Incorrect Routing,Routing,2
T0794,C1102,26-04-2025 14:58,26-04-2025 17:35,27-04-2025 03:14,North,Billing Ops,A106,Afternoon,High,Subscription Change,Phone,8,2.63,12.27,Yes,4.27,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0795,C1532,13-03-2025 11:27,13-03-2025 13:49,15-03-2025 06:25,Central,Escalations,A101,Morning,Medium,Order Delay,Email,24,2.37,42.98,Yes,18.98,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0796,C1441,17-02-2025 17:27,17-02-2025 19:17,18-02-2025 05:45,West,L1 Support,A105,Afternoon,Low,Technical Bug,Phone,48,1.84,12.3,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0797,C1297,08-02-2025 09:35,08-02-2025 15:34,12-02-2025 04:43,East,Escalations,A112,Morning,Low,Order Delay,Phone,48,5.99,91.14,Yes,43.14,Yes,No,Resolved,No,Incorrect Routing,Routing,2
T0798,C1601,13-04-2025 16:09,13-04-2025 18:03,14-04-2025 15:45,South,L1 Support,A107,Afternoon,Medium,Data Correction,Phone,24,1.9,23.61,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0799,C1050,17-02-2025 15:53,17-02-2025 16:35,17-02-2025 21:26,East,Technical Ops,A123,Afternoon,Critical,Login/Access,Chat,4,0.71,5.55,Yes,1.55,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,4
T0800,C1268,18-01-2025 12:54,18-01-2025 15:48,19-01-2025 12:33,East,Escalations,A111,Morning,Critical,Account Update,Phone,4,2.91,23.66,Yes,19.66,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0801,C1437,09-01-2025 08:50,09-01-2025 12:30,10-01-2025 13:43,South,Escalations,A124,Morning,Medium,Refund Request,Portal,24,3.67,28.89,Yes,4.89,Yes,No,Resolved,No,High Complexity,Diagnosis,4
T0802,C1575,05-01-2025 15:04,05-01-2025 16:16,06-01-2025 00:07,East,Billing Ops,A109,Afternoon,Critical,Subscription Change,Email,4,1.21,9.06,Yes,5.06,No,No,Closed,No,Approval Dependency,Approval,3
T0803,C1318,15-03-2025 11:55,15-03-2025 13:04,18-03-2025 02:22,South,Technical Ops,A127,Morning,Medium,Data Correction,Chat,24,1.16,62.46,Yes,38.46,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0804,C1061,24-01-2025 09:29,24-01-2025 10:29,27-01-2025 17:20,North,Technical Ops,A126,Morning,Low,Login/Access,Email,48,1,79.86,Yes,31.86,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0805,C1141,02-02-2025 12:59,02-02-2025 13:44,04-02-2025 01:45,Central,Billing Ops,A115,Morning,Medium,Refund Request,Phone,24,0.75,36.78,Yes,12.78,No,No,Resolved,No,Approval Dependency,Approval,4
T0806,C1923,21-03-2025 13:22,21-03-2025 16:15,21-03-2025 20:59,North,Account Ops,A126,Morning,Medium,Refund Request,Phone,24,2.89,7.63,No,0,No,Yes,Closed,No,Agent Capacity Constraint,Resolution,4
T0807,C1455,13-01-2025 09:06,13-01-2025 11:07,14-01-2025 03:15,West,L1 Support,A107,Morning,Low,Login/Access,Chat,48,2.03,18.15,No,0,No,No,Resolved,No,No Major Delay,None,5
T0808,C1880,28-04-2025 12:44,28-04-2025 14:50,01-05-2025 20:02,South,Technical Ops,A115,Morning,Medium,Login/Access,Email,24,2.11,79.3,Yes,55.3,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0809,C1050,14-02-2025 17:16,14-02-2025 19:57,16-02-2025 14:56,North,Account Ops,A112,Afternoon,Medium,Order Delay,Email,24,2.69,45.67,Yes,21.67,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0810,C1518,20-02-2025 12:43,20-02-2025 18:55,21-02-2025 10:47,Central,Escalations,A105,Morning,Low,Order Delay,Chat,48,6.2,22.08,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0811,C1986,13-02-2025 17:39,13-02-2025 21:45,15-02-2025 06:10,East,Escalations,A115,Afternoon,Medium,Subscription Change,Email,24,4.11,36.53,Yes,12.53,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0812,C1986,19-02-2025 15:30,19-02-2025 20:10,22-02-2025 07:55,North,Escalations,A104,Afternoon,Medium,Subscription Change,Chat,24,4.67,64.43,Yes,40.43,Yes,No,Resolved,No,Delayed Assignment,Assignment,2
T0813,C1586,02-01-2025 11:10,02-01-2025 15:07,04-01-2025 15:50,North,Escalations,A111,Morning,Low,Order Delay,Email,48,3.96,52.68,Yes,4.68,Yes,No,Resolved,No,Delayed Assignment,Assignment,4
T0814,C1155,24-03-2025 14:53,24-03-2025 16:05,24-03-2025 18:11,South,Billing Ops,A103,Afternoon,Medium,Payment Failure,Email,24,1.2,3.3,No,0,No,No,Resolved,No,No Major Delay,None,5
T0815,C1404,28-03-2025 13:59,28-03-2025 15:24,31-03-2025 17:39,West,L1 Support,A101,Morning,Low,Login/Access,Phone,48,1.42,75.67,Yes,27.67,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0816,C1769,15-02-2025 16:11,15-02-2025 17:09,15-02-2025 23:41,South,Account Ops,A110,Afternoon,Critical,Subscription Change,Phone,4,0.97,7.51,Yes,3.51,Yes,No,Resolved,No,Delayed Assignment,Assignment,4
T0817,C1548,27-04-2025 16:50,27-04-2025 18:38,28-04-2025 06:03,West,Account Ops,A111,Afternoon,Medium,Payment Failure,Chat,24,1.8,13.23,No,0,Yes,No,Resolved,No,High Complexity,Diagnosis,5
T0818,C1623,30-03-2025 09:24,30-03-2025 09:43,,North,L1 Support,A131,Morning,Medium,Technical Bug,Chat,24,0.32,,,,No,No,Pending,Yes,Agent Capacity Constraint,Resolution,
T0819,C1159,26-03-2025 09:32,26-03-2025 12:18,28-03-2025 15:08,Central,Technical Ops,A120,Morning,Low,Technical Bug,Phone,48,2.78,53.6,Yes,5.6,Yes,Yes,Resolved,No,Approval Dependency,Approval,3
T0820,C1051,09-01-2025 14:23,09-01-2025 15:48,09-01-2025 18:38,East,L1 Support,A134,Afternoon,Critical,Login/Access,Phone,4,1.42,4.26,Yes,0.26,No,No,Resolved,No,Delayed Assignment,Assignment,3
T0821,C1609,14-01-2025 11:23,14-01-2025 13:45,15-01-2025 04:18,South,Escalations,A109,Morning,High,Order Delay,Email,8,2.37,16.93,Yes,8.93,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0822,C1967,09-04-2025 09:43,09-04-2025 10:22,10-04-2025 01:44,West,L1 Support,A135,Morning,High,Order Delay,Phone,8,0.65,16.03,Yes,8.03,No,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0823,C1377,09-01-2025 17:24,09-01-2025 18:01,10-01-2025 05:19,Central,L1 Support,A135,Afternoon,High,Order Delay,Email,8,0.62,11.93,Yes,3.93,No,Yes,Resolved,No,Delayed Assignment,Assignment,3
T0824,C1988,20-02-2025 10:05,20-02-2025 13:08,21-02-2025 05:37,West,L1 Support,A125,Morning,Low,Account Update,Phone,48,3.06,19.54,No,0,No,No,Resolved,No,No Major Delay,None,5
T0825,C1804,24-03-2025 17:24,24-03-2025 18:07,25-03-2025 13:37,East,Account Ops,A123,Afternoon,Medium,Subscription Change,Chat,24,0.73,20.22,No,0,No,No,Resolved,No,No Major Delay,None,5
T0826,C1929,07-03-2025 16:40,07-03-2025 16:58,09-03-2025 10:51,East,Billing Ops,A110,Afternoon,Medium,Payment Failure,Portal,24,0.31,42.19,Yes,18.19,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0827,C1207,24-04-2025 10:46,24-04-2025 14:28,28-04-2025 02:12,Central,Technical Ops,A122,Morning,Low,Login/Access,Phone,48,3.71,87.44,Yes,39.44,Yes,Yes,Resolved,No,Technical Dependency,Escalation,3
T0828,C1411,04-01-2025 13:46,04-01-2025 17:02,05-01-2025 23:22,South,L1 Support,A134,Morning,Low,Login/Access,Email,48,3.27,33.6,No,0,No,No,Closed,No,No Major Delay,None,5
T0829,C1181,25-02-2025 13:36,25-02-2025 17:29,26-02-2025 17:04,East,Escalations,A124,Morning,Medium,Subscription Change,Chat,24,3.89,27.47,Yes,3.47,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0830,C1873,15-04-2025 13:11,15-04-2025 15:03,15-04-2025 18:28,Central,Technical Ops,A120,Morning,High,Account Update,Chat,8,1.87,5.29,No,0,No,No,Resolved,No,No Major Delay,None,5
T0831,C1057,16-01-2025 12:03,16-01-2025 17:53,19-01-2025 08:36,East,Escalations,A118,Morning,Low,Login/Access,Email,48,5.84,68.55,Yes,20.55,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0832,C1214,29-03-2025 09:31,29-03-2025 12:01,31-03-2025 11:55,West,L1 Support,A102,Morning,Medium,Account Update,Email,24,2.5,50.41,Yes,26.41,No,Yes,Resolved,No,Incorrect Routing,Routing,3
T0833,C1840,29-03-2025 15:03,29-03-2025 15:47,30-03-2025 15:43,East,Account Ops,A117,Afternoon,Medium,Subscription Change,Chat,24,0.74,24.68,Yes,0.68,No,No,Closed,No,Technical Dependency,Escalation,4
T0834,C1958,01-03-2025 08:07,01-03-2025 08:29,01-03-2025 19:45,West,Account Ops,A127,Morning,High,Subscription Change,Phone,8,0.37,11.64,Yes,3.64,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0835,C1781,09-01-2025 12:11,09-01-2025 16:38,10-01-2025 02:42,North,Escalations,A112,Morning,Medium,Data Correction,Email,24,4.45,14.53,No,0,Yes,No,Closed,No,Approval Dependency,Approval,4
T0836,C1352,14-02-2025 13:45,14-02-2025 16:07,15-02-2025 04:54,North,L1 Support,A113,Morning,Medium,Order Delay,Phone,24,2.37,15.16,No,0,No,No,Closed,No,No Major Delay,None,5
T0837,C1230,20-01-2025 15:14,20-01-2025 15:57,21-01-2025 06:24,Central,Billing Ops,A116,Afternoon,High,Account Update,Phone,8,0.73,15.18,Yes,7.18,No,No,Closed,No,Approval Dependency,Approval,4
T0838,C1102,07-01-2025 16:29,07-01-2025 18:55,08-01-2025 17:03,North,Escalations,A126,Afternoon,High,Account Update,Phone,8,2.44,24.57,Yes,16.57,Yes,No,Resolved,No,Delayed Assignment,Assignment,4
T0839,C1987,20-04-2025 15:42,20-04-2025 20:00,,Central,Escalations,A112,Afternoon,Medium,Order Delay,Email,24,4.31,,,,Yes,No,Pending,Yes,Agent Capacity Constraint,Resolution,
T0840,C1362,07-02-2025 12:09,07-02-2025 15:07,08-02-2025 03:25,South,Technical Ops,A107,Morning,High,Data Correction,Email,8,2.97,15.27,Yes,7.27,No,No,Resolved,No,Approval Dependency,Approval,4
T0841,C1241,01-02-2025 15:55,01-02-2025 16:18,02-02-2025 05:26,Central,Technical Ops,A104,Afternoon,Medium,Account Update,Portal,24,0.39,13.53,No,0,No,No,Resolved,No,No Major Delay,None,5
T0842,C1809,24-04-2025 09:14,24-04-2025 09:41,25-04-2025 00:51,South,L1 Support,A121,Morning,Critical,Data Correction,Chat,4,0.45,15.63,Yes,11.63,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0843,C1216,03-04-2025 12:04,03-04-2025 14:25,04-04-2025 06:38,East,L1 Support,A124,Morning,Medium,Account Update,Phone,24,2.35,18.58,No,0,No,No,Resolved,No,No Major Delay,None,5
T0844,C1635,22-01-2025 14:10,22-01-2025 14:34,23-01-2025 15:07,West,L1 Support,A109,Afternoon,Medium,Technical Bug,Phone,24,0.4,24.96,Yes,0.96,Yes,Yes,Closed,No,Agent Capacity Constraint,Resolution,2
T0845,C1430,04-03-2025 15:14,04-03-2025 17:07,05-03-2025 15:41,West,Technical Ops,A105,Afternoon,Medium,Technical Bug,Phone,24,1.89,24.46,Yes,0.46,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,2
T0846,C1024,18-02-2025 13:19,18-02-2025 16:11,19-02-2025 14:02,South,L1 Support,A106,Morning,Medium,Order Delay,Portal,24,2.87,24.72,Yes,0.72,Yes,Yes,Resolved,No,Delayed Assignment,Assignment,3
T0847,C1460,02-04-2025 08:00,02-04-2025 11:38,03-04-2025 10:59,West,L1 Support,A119,Morning,Low,Technical Bug,Email,48,3.64,26.99,No,0,No,No,Resolved,No,No Major Delay,None,5
T0848,C1112,12-02-2025 08:01,12-02-2025 09:30,15-02-2025 22:58,North,Billing Ops,A103,Morning,Low,Subscription Change,Phone,48,1.49,86.96,Yes,38.96,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0849,C1321,17-03-2025 15:46,17-03-2025 17:18,18-03-2025 05:32,East,Technical Ops,A104,Afternoon,Low,Technical Bug,Email,48,1.54,13.78,No,0,No,No,Resolved,No,No Major Delay,None,5
T0850,C1074,22-02-2025 14:15,22-02-2025 15:22,22-02-2025 21:52,Central,Account Ops,A123,Afternoon,Medium,Subscription Change,Chat,24,1.13,7.63,No,0,No,No,Resolved,No,No Major Delay,None,5
T0851,C1716,20-04-2025 12:17,20-04-2025 13:32,21-04-2025 12:27,North,Billing Ops,A116,Morning,Low,Refund Request,Phone,48,1.25,24.18,No,0,No,Yes,Closed,No,No Major Delay,None,4
T0852,C1707,28-01-2025 17:42,28-01-2025 19:42,30-01-2025 06:52,North,Account Ops,A131,Afternoon,Medium,Payment Failure,Phone,24,2,37.17,Yes,13.17,Yes,No,Resolved,No,Incorrect Routing,Routing,2
T0853,C1625,11-04-2025 14:23,11-04-2025 16:49,12-04-2025 06:54,North,L1 Support,A119,Afternoon,High,Order Delay,Phone,8,2.44,16.52,Yes,8.52,Yes,No,Resolved,No,High Complexity,Diagnosis,4
T0854,C1994,21-04-2025 15:21,21-04-2025 17:58,22-04-2025 06:18,North,Technical Ops,A108,Afternoon,High,Login/Access,Email,8,2.62,14.95,Yes,6.95,No,No,Closed,No,Incorrect Routing,Routing,3
T0855,C1034,11-02-2025 14:24,11-02-2025 14:54,14-02-2025 11:42,Central,Account Ops,A113,Afternoon,Low,Subscription Change,Email,48,0.5,69.3,Yes,21.3,No,No,Resolved,No,Technical Dependency,Escalation,3
T0856,C1972,26-03-2025 15:45,26-03-2025 17:46,28-03-2025 02:00,West,Account Ops,A102,Afternoon,Low,Payment Failure,Email,48,2.02,34.26,No,0,No,No,Closed,No,Agent Capacity Constraint,Resolution,5
T0857,C1167,25-03-2025 09:41,25-03-2025 11:14,27-03-2025 16:30,South,Account Ops,A110,Morning,Medium,Order Delay,Phone,24,1.56,54.82,Yes,30.82,Yes,No,Closed,No,Delayed Assignment,Assignment,3
T0858,C1479,18-01-2025 16:09,18-01-2025 17:00,19-01-2025 01:40,East,L1 Support,A111,Afternoon,High,Technical Bug,Phone,8,0.85,9.53,Yes,1.53,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0859,C1964,24-02-2025 10:49,24-02-2025 12:43,25-02-2025 08:10,North,L1 Support,A101,Morning,Medium,Order Delay,Chat,24,1.91,21.35,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0860,C1734,02-04-2025 10:02,02-04-2025 11:19,02-04-2025 21:39,Central,Billing Ops,A102,Morning,Low,Subscription Change,Phone,48,1.29,11.63,No,0,No,No,Resolved,No,No Major Delay,None,5
T0861,C1805,03-02-2025 16:29,03-02-2025 19:21,04-02-2025 01:01,South,Billing Ops,A127,Afternoon,High,Payment Failure,Email,8,2.88,8.54,Yes,0.54,No,No,Resolved,No,High Complexity,Diagnosis,4
T0862,C1978,28-04-2025 15:09,28-04-2025 17:02,29-04-2025 00:26,South,Account Ops,A115,Afternoon,Low,Subscription Change,Portal,48,1.89,9.29,No,0,No,No,Resolved,No,No Major Delay,None,5
T0863,C1354,04-03-2025 11:40,04-03-2025 15:51,05-03-2025 12:49,West,Escalations,A110,Morning,Medium,Data Correction,Phone,24,4.19,25.16,Yes,1.16,Yes,Yes,Resolved,No,Technical Dependency,Escalation,1
T0864,C1918,04-03-2025 12:44,04-03-2025 15:11,07-03-2025 22:26,Central,Technical Ops,A104,Morning,Low,Technical Bug,Email,48,2.45,81.71,Yes,33.71,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0865,C1981,28-02-2025 10:10,28-02-2025 13:25,01-03-2025 01:38,South,L1 Support,A116,Morning,Low,Technical Bug,Email,48,3.25,15.48,No,0,No,No,Resolved,No,No Major Delay,None,5
T0866,C1784,23-04-2025 08:19,23-04-2025 11:29,24-04-2025 02:50,North,Escalations,A119,Morning,High,Payment Failure,Chat,8,3.17,18.53,Yes,10.53,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0867,C1428,23-04-2025 17:47,23-04-2025 18:51,24-04-2025 09:11,West,Billing Ops,A114,Afternoon,Low,Payment Failure,Phone,48,1.07,15.41,No,0,No,No,Resolved,No,No Major Delay,None,5
T0868,C1323,15-03-2025 10:09,15-03-2025 10:29,15-03-2025 12:52,Central,Billing Ops,A102,Morning,Critical,Account Update,Email,4,0.34,2.73,No,0,No,No,Resolved,No,Agent Capacity Constraint,Resolution,5
T0869,C1551,03-04-2025 12:42,03-04-2025 15:16,06-04-2025 12:24,West,Escalations,A112,Morning,Low,Order Delay,Email,48,2.58,71.7,Yes,23.7,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
